id,年龄,每月补贴积分,自理能力,居住情况,性别,婚姻状况,留存天数,观察期最后一次购买日期,第一次,最后一次,花费积分总数,总次数,月均次数,次均积分,家政服务,精神慰藉,生活照料,医疗保健,最大消费积分数,购买概率,购买天数,时间间隔,用户流失,最后一次距离12/31天数
1589,66,500,3,偶居,1,1,529,2020/6/22,2019/1/10,2021/3/24,7008,82,4.650283554,85.46341463,76,0,6,0,150,2.928571429,28,18.89285714,1,282
1590,66,500,3, ,0,1,536,2020/6/23,2019/1/4,2021/12/8,6938,70,3.917910448,99.11428571,56,0,14,0,148,2.413793103,29,18.48275862,0,23
1591,66,500,3, ,0,1,371,2020/1/16,2019/1/10,2021/3/5,6502,76,6.145552561,85.55263158,69,0,7,0,150,3.04,25,14.84,1,301
1592,64,500,3, ,0,1,528,2020/6/18,2019/1/7,2021/12/8,6962,42,2.386363636,165.7619048,42,0,0,0,180,1.024390244,41,12.87804878,0,23
1593,87,100,3, ,1,1,508,2020/6/14,2019/1/23,2021/1/22,1431,26,1.535433071,55.03846154,26,0,0,0,300,3.25,8,63.5,1,343
1594,85,400,0,与子女同住,0,3,517,2020/6/23,2019/1/23,2021/12/27,4988,55,3.191489362,90.69090909,55,0,0,0,160,3.666666667,15,34.46666667,0,4
1595,82,200,2,偶居,1,1,8,2020/6/27,2020/6/19,2021/12/21,510.8,11,11,46.43636364,9,0,0,2,74,5.5,2,4,0,10
1596,90,100,3, ,1,0,469,2020/6/15,2019/3/4,2020/10/14,1105,23,1.471215352,48.04347826,23,0,0,0,80,3.833333333,6,78.16666667,1,443
1597,89,300,1,与子女同住,1,1,13,2020/6/24,2020/6/11,2021/12/23,900,14,14,64.28571429,11,0,2,1,130,7,2,6.5,0,8
1598,89,200,3,与配偶及子女同住,0,3,365,2020/1/11,2019/1/11,2021/10/9,2586,68,5.589041096,38.02941176,56,0,12,0,75,3.238095238,21,17.38095238,1,83
1599,88,200,3,与子女同住,1,1,368,2020/1/20,2019/1/17,2021/12/20,1723.2,23,1.875,74.92173913,9,0,14,0,160,1.277777778,18,20.44444444,0,11
1600,88,150,3,与配偶及子女同住,0,1,210,2020/1/14,2019/6/18,2021/12/18,780.58,15,2.142857143,52.03866667,9,0,6,0,100,1.875,8,26.25,0,13
1601,88,300,1,与配偶及子女同住,1,1,348,2020/1/12,2019/1/29,2021/12/22,3226.8,77,6.637931034,41.90649351,74,0,3,0,78,4.277777778,18,19.33333333,0,9
1602,87,200,2,与子女同住,1,1,307,2020/1/18,2019/3/17,2021/9/9,2594.4,33,3.2247557,78.61818182,33,0,0,0,156,3.666666667,9,34.11111111,1,113
1603,87,200,2,与配偶及子女同住,0,1,345,2019/12/15,2019/1/4,2021/11/26,2391.2,35,3.043478261,68.32,33,0,2,0,156,3.888888889,9,38.33333333,1,35
1604,87,100,3,与子女同住,1,1,141,2019/7/31,2019/3/12,2020/8/6,696,58,12.34042553,12,0,0,58,0,12,1.567567568,37,3.810810811,1,512
1605,85,200,3,与子女同住,1,1,369,2020/1/8,2019/1/4,2021/12/10,2229,71,5.772357724,31.3943662,39,0,32,0,75,2.366666667,30,12.3,0,21
1606,84,100,3,偶居,1,1,507,2020/6/15,2019/1/25,2021/12/10,1333.2,34,2.01183432,39.21176471,34,0,0,0,64.8,3.777777778,9,56.33333333,0,21
1607,84,200,3,与配偶及子女同住,1,1,257,2019/11/19,2019/3/7,2021/8/26,1466,22,2.568093385,66.63636364,22,0,0,0,168,3.142857143,7,36.71428571,1,127
1608,84,200,3,与配偶及子女同住,1,1,366,2020/1/5,2019/1/4,2021/12/6,2467,65,5.327868852,37.95384615,63,0,2,0,90,4.333333333,15,24.4,0,25
1609,84,200,3,与配偶及子女同住,1,1,353,2020/1/14,2019/1/26,2021/12/13,2553,65,5.52407932,39.27692308,60,0,5,0,85,3.611111111,18,19.61111111,0,18
1610,83,100,3,偶居,0,1,342,2019/12/31,2019/1/23,2021/12/14,926.2,25,2.192982456,37.048,7,0,0,18,120,3.125,8,42.75,0,17
1611,83,200,,,1,1,197,2020/1/8,2019/6/25,2021/12/6,1760.2,47,7.157360406,37.45106383,43,0,4,0,68,3.916666667,12,16.41666667,0,25
1612,83,100,3,与子女同住,0,1,528,2020/6/30,2019/1/19,2020/10/14,1211.2,31,1.761363636,39.07096774,31,0,0,0,80,3.444444444,9,58.66666667,1,443
1613,83,200,,,0,1,14,2019/8/8,2019/7/25,2021/12/7,450,3,3,150,0,0,3,0,150,1,3,4.666666667,0,24
1614,83,200,3,与配偶及子女同住,1,1,207,2020/1/14,2019/6/21,2021/12/16,1770,46,6.666666667,38.47826087,33,0,13,0,100,3.066666667,15,13.8,0,15
1615,83,100,3,与子女同住,1,1,136,2019/7/19,2019/3/5,2021/12/25,696,58,12.79411765,12,0,0,58,0,12,1,58,2.344827586,0,6
1616,82,100,3,偶居,1,1,59,2019/12/28,2019/10/30,2021/12/23,480,6,3.050847458,80,6,0,0,0,140,3,2,29.5,0,8
1617,64,500,2,偶居,0,3,302,2020/1/17,2019/3/21,2021/12/17,3161,109,10.82781457,29,23,0,86,0,105,2.270833333,48,6.291666667,0,14
1618,96,200,3,与子女同住,0,1,352,2020/1/5,2019/1/18,2020/11/22,2550,17,1.448863636,150,17,0,0,0,150,1,17,20.70588235,1,404
1619,86,200,2, ,1,1,15,2020/6/28,2020/6/13,2021/12/22,458,12,12,38.16666667,10,0,2,0,70,4,3,5,0,9
1620,85,200,2,与子女同住,0,3,362,2020/6/21,2019/6/25,2021/1/23,1419,26,2.154696133,54.57692308,26,0,0,0,117,3.714285714,7,51.71428571,1,342
1621,91,300,2,与其他人同住,0,3,376,2020/1/16,2019/1/5,2021/12/20,3750,55,4.388297872,68.18181818,55,0,0,0,115,2.391304348,23,16.34782609,0,11
1622,85,200,3, ,0,3,337,2019/12/30,2019/1/27,2021/12/11,2396,18,1.602373887,133.1111111,18,0,0,0,150,1.2,15,22.46666667,0,20
1623,69,500,3, ,0,3,537,2020/6/23,2019/1/3,2021/12/9,5005,150,8.379888268,33.36666667,0,6,107,37,120,1.219512195,123,4.365853659,0,22
1624,84,200,2,与其他人同住,0,1,427,2020/6/19,2019/4/19,2021/11/26,2030,31,2.177985948,65.48387097,30,0,1,0,120,3.1,10,42.7,1,35
1625,90,100,3, ,1,1,509,2020/6/10,2019/1/18,2021/12/30,1347,28,1.650294695,48.10714286,28,0,0,0,84,3.5,8,63.625,0,1
1626,85,100,3,与配偶及子女同住,1,1,268,2019/12/30,2019/4/6,2021/6/28,1191,12,1.343283582,99.25,12,0,0,0,160,3,4,67,1,186
1627,84,100,3,与配偶及子女同住,1,3,533,2020/6/26,2019/1/10,2021/12/9,1014.8,65,3.658536585,15.61230769,7,0,58,0,74.4,2.096774194,31,17.19354839,0,22
1628,87,200,2, ,0,1,531,2020/6/29,2019/1/15,2021/12/11,3000,60,3.389830508,50,47,0,13,0,110,4,15,35.4,0,20
1629,92,200,2, ,0,1,343,2019/12/25,2019/1/16,2021/12/25,2400,16,1.39941691,150,16,0,0,0,150,1,16,21.4375,0,6
1630,89,100,3,与子女同住,1,1,9,2019/4/12,2019/4/3,2021/9/10,120,10,10,12,0,0,10,0,12,2,5,1.8,1,112
1631,87,100,3, ,1,3,196,2019/7/25,2019/1/10,2020/12/29,696,58,8.87755102,12,0,0,58,0,12,1.094339623,53,3.698113208,1,367
1632,83,100,3, ,0,1,196,2019/7/25,2019/1/10,2020/12/30,696,58,8.87755102,12,0,0,58,0,12,1.094339623,53,3.698113208,1,366
1633,89,300,1, ,0,1,380,2020/1/21,2019/1/6,2021/12/15,3900,26,2.052631579,150,26,0,0,0,150,1,26,14.61538462,0,16
1634,85,200,2,与配偶及子女同住,0,1,515,2020/6/19,2019/1/21,2021/12/24,2798.91,35,2.038834951,79.96885714,35,0,0,0,140,2.5,14,36.78571429,0,7
1635,83,100,3,偶居,1,3,204,2019/12/19,2019/5/29,2021/12/4,924,14,2.058823529,66,12,0,0,2,136,4.666666667,3,68,0,27
1636,87,200,2,偶居,1,1,369,2020/1/15,2019/1/11,2021/12/19,2600,56,4.552845528,46.42857143,56,0,0,0,61,2.24,25,14.76,0,12
1637,85,100,3, ,0,1,156,2020/6/15,2020/1/11,2021/10/15,200,4,0.769230769,50,4,0,0,0,80,2,2,78,1,77
1638,91,300,3, ,1,1,354,2019/12/30,2019/1/10,2021/5/15,750.2,61,5.169491525,12.29836066,0,0,58,3,25.6,1.051724138,58,6.103448276,1,230
1639,75,500,3,偶居,1,1,528,2020/6/26,2019/1/15,2021/12/24,3025.5,106,6.022727273,28.54245283,85,0,21,0,81,3.785714286,28,18.85714286,0,7
1640,91,300,2,与子女同住,1,1,339,2019/12/27,2019/1/22,2021/12/30,3588,22,1.946902655,163.0909091,22,0,0,0,300,1.222222222,18,18.83333333,0,1
1641,91,200,2,偶居,1,1,334,2019/12/29,2019/1/29,2021/12/8,2390,40,3.592814371,59.75,40,0,0,0,300,2.857142857,14,23.85714286,0,23
1642,89,200,2,偶居,0,1,355,2020/1/11,2019/1/21,2021/12/28,2550,46,3.887323944,55.43478261,46,0,0,0,300,2.875,16,22.1875,0,3
1643,85,100,3, ,1,1,460,2020/6/17,2019/3/15,2021/12/1,1495.6,42,2.739130435,35.60952381,4,0,15,23,104,1.615384615,26,17.69230769,0,30
1644,85,300,1,与配偶及子女同住,1,1,480,2020/6/29,2019/3/7,2021/12/29,4317.6,112,7,38.55,3,0,0,109,150,2.871794872,39,12.30769231,0,2
1645,82,300,1,与配偶及子女同住,0,1,324,2020/6/19,2019/7/31,2021/12/29,951.4,18,1.666666667,52.85555556,4,0,0,14,92.8,2,9,36,0,2
1646,82,100,3,与配偶及子女同住,1,1,172,2020/6/8,2019/12/19,2021/12/27,262,7,1.220930233,37.42857143,7,0,0,0,60,3.5,2,86,0,4
1647,90,100,3, ,1,1,256,2019/11/2,2019/2/19,2021/10/10,731.2,15,1.7578125,48.74666667,14,0,1,0,100.8,3,5,51.2,1,82
1648,88,200,2,与子女同住,0,1,335,2020/6/22,2019/7/23,2021/12/9,1599.5,26,2.328358209,61.51923077,26,0,0,0,135,3.25,8,41.875,0,22
1649,87,100,3,独居,0,1,485,2020/6/22,2019/2/23,2021/12/12,1306,32,1.979381443,40.8125,32,0,0,0,64,2.666666667,12,40.41666667,0,19
1650,87,400,0,偶居,1,1,510,2020/6/23,2019/1/30,2021/12/20,4991,81,4.764705882,61.61728395,75,3,3,0,115,3.52173913,23,22.17391304,0,11
1651,86,200,3,与子女同住,1,1,365,2020/1/10,2019/1/10,2021/11/30,2546,52,4.273972603,48.96153846,52,0,0,0,90,3.058823529,17,21.47058824,1,31
1652,84,100,3, ,1,1,457,2020/6/6,2019/3/7,2021/12/7,1035,21,1.378555799,49.28571429,20,0,1,0,80,3.5,6,76.16666667,0,24
1653,84,100,3, ,0,1,382,2020/6/6,2019/5/21,2021/12/28,1350,30,2.356020942,45,30,0,0,0,100,5,6,63.66666667,0,3
1654,82,200,2,与子女同住,1,1,6,2020/6/23,2020/6/17,2021/12/13,510,10,10,51,9,1,0,0,105,5,2,3,0,18
1655,70,800,1, ,1,1,527,2020/6/25,2019/1/15,2021/12/3,6015,91,5.180265655,66.0989011,74,0,17,0,120,4.333333333,21,25.0952381,0,28
1656,89,400,0,与子女同住,0,1,539,2020/6/29,2019/1/7,2021/12/30,5454.4,84,4.675324675,64.93333333,75,0,9,0,150,2.896551724,29,18.5862069,0,1
1657,85,200,2,偶居,1,1,342,2020/6/11,2019/7/5,2021/12/18,2180,10,0.877192982,218,10,0,0,0,930,3.333333333,3,114,0,13
1658,83,100,3, ,0,1,342,2020/6/11,2019/7/5,2021/12/18,1320,10,0.877192982,132,10,0,0,0,200,3.333333333,3,114,0,13
1659,89,200,3,与配偶及子女同住,1,1,375,2020/1/14,2019/1/4,2021/12/1,2122.96,150,12,14.15306667,4,1,145,0,108,1.034482759,145,2.586206897,0,30
1660,92,400,1, ,1,1,503,2020/6/14,2019/1/28,2021/12/23,4587,32,1.908548708,143.34375,29,0,1,2,320,2.666666667,12,41.91666667,0,8
1661,92,300,1, ,1,0,526,2020/6/23,2019/1/14,2021/11/24,3816,60,3.422053232,63.6,60,0,0,0,144,4,15,35.06666667,1,37
1662,89,200,2, ,0,3,536,2020/6/23,2019/1/4,2021/12/30,3694,55,3.078358209,67.16363636,49,1,1,4,486,5,11,48.72727273,0,1
1663,89,400,1, ,0,0,510,2020/6/21,2019/1/28,2021/12/5,4557.96,37,2.176470588,123.1881081,33,0,1,3,939.96,3.083333333,12,42.5,0,26
1664,88,200,2,偶居,0,3,439,2020/6/28,2019/4/16,2021/5/14,2237.6,39,2.665148064,57.37435897,30,0,0,9,240,4.333333333,9,48.77777778,1,231
1665,87,400,0,与配偶及子女同住,0,1,446,2020/6/9,2019/3/21,2021/12/3,4522,60,4.035874439,75.36666667,48,0,12,0,400,4.615384615,13,34.30769231,0,28
1666,86,200,2,独居,0,3,363,2020/1/20,2019/1/22,2021/12/4,2548,51,4.214876033,49.96078431,51,0,0,0,100,3,17,21.35294118,0,27
1667,86,200,2,与配偶及子女同住,1,1,300,2019/12/26,2019/3/1,2021/12/24,2380,21,2.1,113.3333333,21,0,0,0,200,2.625,8,37.5,0,7
1668,85,100,3,与配偶及子女同住,1,1,257,2019/12/2,2019/3/20,2021/12/25,932,19,2.217898833,49.05263158,19,0,0,0,88,3.8,5,51.4,0,6
1669,84,100,3,与子女同住,0,1,332,2019/12/20,2019/1/22,2021/10/30,1110,24,2.168674699,46.25,24,0,0,0,80,2.666666667,9,36.88888889,1,62
1670,84,100,3,与配偶及子女同住,1,1,2,2019/4/26,2019/4/24,2021/5/17,72,6,6,12,0,0,6,0,12,2,3,0.666666667,1,228
1671,83,100,3,与子女同住,0,1,380,2020/6/28,2019/6/14,2021/12/21,1256,20,1.578947368,62.8,20,0,0,0,144,4,5,76,0,10
1672,83,100,3,与配偶及子女同住,1,1,26,2019/12/23,2019/11/27,2021/12/17,1172.2,23,23,50.96521739,0,0,0,23,150,2.555555556,9,2.888888889,0,14
1673,83,100,3,与配偶及子女同住,1,0,225,2019/12/27,2019/5/16,2021/12/23,1140,15,2,76,15,0,0,0,128,3,5,45,0,8
1674,83,200,2,偶居,1,1,165,2020/1/11,2019/7/30,2021/12/21,1110.7,20,3.636363636,55.535,20,0,0,0,93.6,2.857142857,7,23.57142857,0,10
1675,82,100,3,与子女同住,0,1,68,2019/12/30,2019/10/23,2021/12/13,393.4,9,3.970588235,43.71111111,0,0,1,8,150,2.25,4,17,0,18
1676,82,100,3,偶居,0,1,15,2019/12/31,2019/12/16,2021/12/27,234,4,4,58.5,4,0,0,0,80,2,2,7.5,0,4
1677,86,100,3,偶居,1,1,513,2020/6/17,2019/1/21,2021/12/19,1124.6,36,2.105263158,31.23888889,21,0,3,12,70,3,12,42.75,0,12
1678,84,200,2,与配偶及子女同住,0,1,406,2020/6/20,2019/5/11,2021/12/3,1939.3,34,2.512315271,57.03823529,33,0,1,0,113.4,2.428571429,14,29,0,28
1679,84,100,3,偶居,0,1,28,2019/12/13,2019/11/15,2021/12/19,1155,46,46,25.10869565,0,0,0,46,40.2,2.875,16,1.75,0,12
1680,89,100,3,与配偶及子女同住,1,1,347,2019/12/31,2019/1/18,2020/12/2,569,26,2.247838617,21.88461538,1,0,19,6,80,2.166666667,12,28.91666667,1,394
1681,86,100,3,偶居,1,1,211,2019/12/29,2019/6/1,2021/12/28,1191,9,1.279620853,132.3333333,9,0,0,0,320,1.5,6,35.16666667,0,3
1682,86,100,3,偶居,0,1,385,2020/6/20,2019/6/1,2021/12/28,1750.96,14,1.090909091,125.0685714,14,0,0,0,320,2,7,55,0,3
1683,86,100,3, ,0,1,287,2019/12/10,2019/2/26,2021/10/30,1111.6,21,2.195121951,52.93333333,19,0,0,2,88,2.625,8,35.875,1,62
1684,84,100,3,与配偶及子女同住,0,1,478,2020/6/21,2019/3/1,2021/12/6,1265,21,1.317991632,60.23809524,21,0,0,0,120,4.2,5,95.6,0,25
1685,89,100,3, ,1,1,331,2019/12/29,2019/2/1,2021/10/12,988,29,2.628398792,34.06896552,26,0,1,2,60,3.222222222,9,36.77777778,1,80
1686,85,100,3,与配偶及子女同住,0,1,346,2019/12/29,2019/1/17,2021/11/28,976,32,2.774566474,30.5,21,0,9,2,60,2.909090909,11,31.45454545,1,33
1687,88,200,3,与其他人同住,0,1,355,2020/1/6,2019/1/16,2021/12/21,2550,17,1.436619718,150,17,0,0,0,150,1,17,20.88235294,0,10
1688,84,100,3,与子女同住,1,1,515,2020/6/11,2019/1/13,2021/12/25,712.4,16,0.932038835,44.525,16,0,0,0,75.6,3.2,5,103,0,6
1689,83,200,2,与子女同住,1,1,445,2020/6/10,2019/3/23,2021/11/27,1197,66,4.449438202,18.13636364,8,0,42,16,64,1.941176471,34,13.08823529,1,34
1690,89,100,3, ,1,1,468,2020/6/15,2019/3/5,2021/12/15,1446.1,30,1.923076923,48.20333333,30,0,0,0,85.6,3.75,8,58.5,0,16
1691,88,100,3,与子女同住,1,0,337,2019/12/13,2019/1/10,2021/12/29,684,21,1.869436202,32.57142857,21,0,0,0,48.8,4.2,5,67.4,0,2
1692,87,100,3,与子女同住,0,1,519,2020/6/22,2019/1/20,2021/12/15,1711,35,2.023121387,48.88571429,35,0,0,0,88,3.181818182,11,47.18181818,0,16
1693,84,100,3,与配偶及子女同住,1,1,522,2020/6/15,2019/1/10,2021/12/17,1057.4,53,3.045977011,19.9509434,11,0,42,0,67.2,1.261904762,42,12.42857143,0,14
1694,85,400,0,与子女同住,1,3,504,2020/6/16,2019/1/29,2021/12/20,1422,19,1.130952381,74.84210526,19,0,0,0,150,1.9,10,50.4,0,11
1695,92,200,2,与配偶及子女同住,1,1,331,2019/12/3,2019/1/6,2020/12/28,2452.8,23,2.084592145,106.6434783,23,0,0,0,243,2.555555556,9,36.77777778,1,368
1696,83,100,3,与子女同住,0,3,347,2019/12/27,2019/1/14,2021/12/26,1179.8,45,3.890489914,26.21777778,0,0,24,21,147.2,1.451612903,31,11.19354839,0,5
1697,83,100,3,与子女同住,0,1,93,2019/7/17,2019/4/15,2021/12/4,396,33,10.64516129,12,0,0,33,0,12,1.03125,32,2.90625,0,27
1698,84,100,3, ,1,0,525,2020/6/23,2019/1/15,2021/12/19,685.2,21,1.2,32.62857143,16,0,1,4,70,5.25,4,131.25,0,12
1699,86,150,3,与子女同住,0,1,333,2019/12/29,2019/1/30,2021/12/30,1800,29,2.612612613,62.06896552,29,0,0,0,112,2.416666667,12,27.75,0,1
1700,83,100,3,偶居,1,1,260,2019/12/15,2019/3/30,2021/12/6,1161,10,1.153846154,116.1,10,0,0,0,160,2.5,4,65,0,25
1701,85,100,3,与配偶及子女同住,0,1,465,2020/6/12,2019/3/5,2021/12/4,1258,28,1.806451613,44.92857143,28,0,0,0,80,2.153846154,13,35.76923077,0,27
1702,84,100,3,与子女同住,1,1,506,2020/6/9,2019/1/20,2021/12/28,890,17,1.007905138,52.35294118,17,0,0,0,112,2.833333333,6,84.33333333,0,3
1703,84,100,3, ,1,1,533,2020/6/30,2019/1/14,2021/12/4,1350,28,1.575984991,48.21428571,28,0,0,0,80,2.153846154,13,41,0,27
1704,83,100,3,与子女同住,0,1,248,2019/11/7,2019/3/4,2021/12/28,882,12,1.451612903,73.5,12,0,0,0,200,3,4,62,0,3
1705,96,400,0,与子女同住,0,1,505,2020/6/16,2019/1/28,2021/12/30,1331,27,1.603960396,49.2962963,6,0,21,0,600,2.076923077,13,38.84615385,0,1
1706,91,100,3,与子女同住,1,3,454,2020/6/24,2019/3/28,2021/12/10,1630.72,17,1.123348018,95.92470588,17,0,0,0,160,2.125,8,56.75,0,21
1707,89,300,1, ,1,1,391,2020/6/22,2019/5/28,2021/12/29,1781.8,29,2.225063939,61.44137931,5,0,0,24,194.4,3.222222222,9,43.44444444,0,2
1708,88,200,3, ,0,1,364,2020/1/11,2019/1/12,2021/12/16,2540,18,1.483516484,141.1111111,18,0,0,0,300,1.2,15,24.26666667,0,15
1709,85,100,3,偶居,0,3,468,2020/6/11,2019/3/1,2021/12/10,1491,18,1.153846154,82.83333333,16,1,1,0,160,2.25,8,58.5,0,21
1710,83,100,3,偶居,1,1,381,2020/6/9,2019/5/25,2021/12/14,763,12,0.94488189,63.58333333,12,0,0,0,120,4,3,127,0,17
1711,71,500,3, ,1,1,525,2020/6/22,2019/1/14,2021/12/9,6994,170,9.714285714,41.14117647,153,14,3,0,80,5.151515152,33,15.90909091,0,22
1712,86,200,2,与配偶及子女同住,1,1,339,2019/12/31,2019/1/26,2021/3/24,2066,26,2.300884956,79.46153846,26,0,0,0,160,3.25,8,42.375,1,282
1713,84,100,3, ,0,1,536,2020/6/28,2019/1/9,2021/12/26,1656,26,1.455223881,63.69230769,25,1,0,0,150,2.888888889,9,59.55555556,0,5
1714,96,400,0,偶居,1,1,531,2020/6/23,2019/1/9,2021/12/27,5898.8,69,3.898305085,85.48985507,66,0,3,0,212,3.631578947,19,27.94736842,0,4
1715,94,300,1,偶居,0,1,526,2020/6/18,2019/1/9,2021/12/22,4291.4,45,2.566539924,95.36444444,44,0,1,0,172,3.214285714,14,37.57142857,0,9
1716,85,100,3,偶居,0,1,309,2019/12/25,2019/2/19,2021/12/28,1088.2,64,6.213592233,17.003125,2,0,49,13,75,1.641025641,39,7.923076923,0,3
1717,83,100,3, ,1,1,352,2020/1/9,2019/1/22,2021/12/9,1112.6,52,4.431818182,21.39615385,1,0,40,11,120,1.155555556,45,7.822222222,0,22
1718,91,300,1,与子女同住,1,3,527,2020/6/12,2019/1/2,2021/12/16,3944,124,7.058823529,31.80645161,35,0,89,0,120,1.252525253,99,5.323232323,0,15
1719,82,400,0, ,1,0,324,2020/6/5,2019/7/17,2021/12/29,3727.37,40,3.703703704,93.18425,36,0,2,2,486,6.666666667,6,54,0,2
1720,88,200,2,与子女同住,0,2,371,2020/1/8,2019/1/2,2021/9/29,3323.1,50,4.043126685,66.462,42,0,8,0,128.7,3.571428571,14,26.5,1,93
1721,87,100,3,与子女同住,1,0,458,2020/6/12,2019/3/12,2021/12/3,362.1,6,0.3930131,60.35,5,0,1,0,109.6,3,2,229,0,28
1722,87,100,3, ,1,1,305,2019/11/23,2019/1/22,2021/12/4,927,19,1.868852459,48.78947368,19,0,0,0,78.4,3.8,5,61,0,27
1723,83,100,3,与配偶及子女同住,1,1,505,2020/6/15,2019/1/27,2021/12/30,574,5,0.297029703,114.8,5,0,0,0,240,2.5,2,252.5,0,1
1724,83,100,3,与子女同住,1,1,446,2020/6/20,2019/4/1,2021/12/19,1301,28,1.883408072,46.46428571,23,0,5,0,96,2.333333333,12,37.16666667,0,12
1725,82,100,3, ,1,1,21,2020/6/26,2020/6/5,2021/12/14,366,8,8,45.75,7,0,1,0,80,4,2,10.5,0,17
1726,92,300,3,与配偶及子女同住,0,1,357,2020/1/20,2019/1/28,2021/10/21,3095,177,14.87394958,17.48587571,7,1,169,0,108,1.047337278,169,2.112426036,1,71
1727,85,100,3,与子女同住,0,1,503,2020/6/13,2019/1/27,2021/11/28,1168,16,0.954274354,73,16,0,0,0,100,1.6,10,50.3,1,33
1728,84,100,3,偶居,0,1,30,2019/12/12,2019/11/12,2021/5/27,1151.2,22,22,52.32727273,15,0,0,7,128,4.4,5,6,1,218
1729,84,100,3,与子女同住,0,1,204,2019/7/31,2019/1/8,2020/12/26,693.6,43,6.323529412,16.13023256,5,0,38,0,105,1.162162162,37,5.513513514,1,370
1730,88,200,3,独居,0,1,354,2020/1/13,2019/1/24,2021/12/17,2550,17,1.440677966,150,17,0,0,0,150,1,17,20.82352941,0,14
1731,86,100,3,与子女同住,1,1,486,2020/6/18,2019/2/18,2021/12/29,1300.2,46,2.839506173,28.26521739,8,0,31,7,90,1.393939394,33,14.72727273,0,2
1732,85,100,3,与子女同住,0,0,499,2020/6/9,2019/1/27,2021/12/30,1156,27,1.623246493,42.81481481,25,0,0,2,96,3.857142857,7,71.28571429,0,1
1733,74,500,3,偶居,1,1,527,2020/6/29,2019/1/19,2021/12/27,6139.95,91,5.180265655,67.47197802,79,1,10,1,124,3.137931034,29,18.17241379,0,4
1734,68,500,3,偶居,0,0,536,2020/6/30,2019/1/11,2021/12/30,5685.9,83,4.645522388,68.50481928,75,1,5,2,124,3.074074074,27,19.85185185,0,1
1735,88,100,3,与子女同住,1,1,181,2019/9/10,2019/3/13,2021/12/29,695.2,15,2.486187845,46.34666667,11,0,4,0,102.4,3,5,36.2,0,2
1736,85,100,3,与子女同住,1,0,230,2020/6/14,2019/10/28,2021/12/25,414.5,11,1.434782609,37.68181818,11,0,0,0,68,5.5,2,115,0,6
1737,90,100,3,与子女同住,1,1,504,2020/6/10,2019/1/23,2021/12/24,1236,44,2.619047619,28.09090909,8,0,36,0,120,1.157894737,38,13.26315789,0,7
1738,88,200,2,偶居,1,1,323,2019/12/10,2019/1/21,2021/6/18,2043,67,6.222910217,30.49253731,4,0,0,63,136,2.791666667,24,13.45833333,1,196
1739,88,200,2,偶居,0,1,500,2020/6/29,2019/2/15,2020/12/24,2801.6,93,5.58,30.12473118,4,0,0,89,136,2.583333333,36,13.88888889,1,372
1740,88,300,1,与配偶及子女同住,0,3,537,2020/6/30,2019/1/10,2021/6/22,3673.5,124,6.927374302,29.625,124,0,0,0,72,4,31,17.32258065,1,192
1741,83,100,3,与子女同住,0,1,468,2020/6/29,2019/3/19,2021/12/11,895.6,50,3.205128205,17.912,6,0,42,2,144,2.173913043,23,20.34782609,0,20
1742,83,100,3, ,0,1,122,2019/7/11,2019/3/11,2021/11/26,492,21,5.163934426,23.42857143,0,0,21,0,24,1,21,5.80952381,1,35
1743,83,100,3,与子女同住,1,1,160,2019/12/23,2019/7/16,2021/12/11,475.2,16,3,29.7,14,0,0,2,48.8,3.2,5,32,0,20
1744,86,100,3,与子女同住,0,1,244,2019/12/27,2019/4/27,2021/11/26,1112.8,24,2.950819672,46.36666667,9,0,15,0,300,2.4,10,24.4,1,35
1745,83,100,3, ,1,3,301,2019/12/23,2019/2/25,2021/12/21,1017.6,32,3.189368771,31.8,0,0,29,3,144,1.032258065,31,9.709677419,0,10
1746,83,200,3,与子女同住,1,1,415,2020/6/8,2019/4/20,2021/12/5,1344.6,48,3.469879518,28.0125,19,0,0,29,70,2.4,20,20.75,0,26
1747,86,200,2, ,1,1,528,2020/6/25,2019/1/14,2021/12/8,2704.1,45,2.556818182,60.09111111,43,0,0,2,104,3,15,35.2,0,23
1748,86,100,3,与配偶及子女同住,0,0,468,2020/6/27,2019/3/17,2020/9/29,1509,21,1.346153846,71.85714286,19,0,0,2,300,3.5,6,78,1,458
1749,84,100,3,与配偶及子女同住,1,1,120,2019/10/20,2019/6/22,2020/9/20,690,11,2.75,62.72727273,11,0,0,0,120,3.666666667,3,40,1,467
1750,94,200,2,独居,0,0,517,2020/6/30,2019/1/30,2021/12/25,2706.6,78,4.526112186,34.7,72,0,0,6,80,4.588235294,17,30.41176471,0,6
1751,93,100,3,与子女同住,0,3,35,2019/3/28,2019/2/21,2021/4/22,264.7,7,6,37.81428571,3,0,0,4,90,2.333333333,3,11.66666667,1,253
1752,92,200,2,偶居,0,0,309,2019/11/22,2019/1/17,2021/12/29,2093,39,3.786407767,53.66666667,30,0,9,0,100,2.4375,16,19.3125,0,2
1753,91,400,0,偶居,1,1,365,2020/1/16,2019/1/16,2021/12/20,4908.8,126,10.35616438,38.95873016,95,0,20,11,80,4.2,30,12.16666667,0,11
1754,91,200,2,偶居,0,1,302,2020/1/17,2019/3/21,2021/12/7,1753,37,3.675496689,47.37837838,36,0,1,0,72,2.642857143,14,21.57142857,0,24
